system,dataset_size,top_k,num_queries,index_build_time_sec,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,min_latency_ms,max_latency_ms,throughput_qps,avg_category_match_rate
FAISS,10000,5,4,0.020815200000470213,1.1791499998707877,1.1806499996964703,1.187049999998635,1.1874100000113685,1.1678000000756583,1.187500000014552,21.127132519921485,0.75
